"date","close","volume","open","high","low"
"2015/10/15","93.1800","3783684.0000","92.7100","93.2300","92.1500"
"2015/10/14","92.1700","5608256.0000","94.2700","94.8600","91.7600"
"2015/10/13","94.2800","4075974.0000","94.1700","94.7500","93.6424"
"2015/10/12","95.4300","3194881.0000","94.9400","95.4700","94.6100"
"2015/10/09","95.3700","4099793.0000","94.6700","95.9400","94.5100"
"2015/10/08","94.3300","4048534.0000","92.8600","94.3900","92.8400"
"2015/10/07","93.5100","3571409.0000","94.0000","94.1600","92.5700"
"2015/10/06","92.5500","3386596.0000","92.1500","92.8500","92.0100"
"2015/10/05","92.2600","4912496.0000","90.4400","92.4750","90.2200"
"2015/10/02","89.7700","4609107.0000","87.4900","89.8900","86.8200"
"2015/10/01","88.3600","3645356.0000","88.9000","89.4300","87.5300"
"2015/09/30","88.9900","5065529.0000","88.6400","89.5700","88.0775"
"2015/09/29","87.9800","4108812.0000","86.5800","88.0800","86.4600"
"2015/09/28","86.8300","5343671.0000","86.6000","87.4700","86.2900"
"2015/09/25","87.3000","7447583.0000","87.6300","88.1700","86.7275"
"2015/09/24","86.8200","7126713.0000","85.7500","86.9900","85.5000"
"2015/09/23","86.9600","7324239.0000","88.1500","88.3800","85.9000"
"2015/09/22","88.2000","7878417.0000","88.9800","89.7000","87.6600"
"2015/09/21","91.5500","2976946.0000","91.3300","92.1700","91.0000"
"2015/09/18","91.0700","10468820.0000","92.4100","92.5950","90.5300"
"2015/09/17","93.3100","5168199.0000","93.8900","94.9200","93.1400"
"2015/09/16","93.9400","3504279.0000","92.7200","94.1100","92.6800"
"2015/09/15","92.6800","4107739.0000","92.6200","93.1100","92.0800"
"2015/09/14","91.8300","3276600.0000","92.3000","92.4400","91.3900"
"2015/09/11","92.3300","4490228.0000","91.2000","92.3400","91.0000"
"2015/09/10","91.4000","6120698.0000","92.0400","92.0900","90.8900"
"2015/09/09","91.8500","4783386.0000","93.6500","93.8400","91.7400"
"2015/09/08","92.8200","4814817.0000","92.1500","92.9600","91.9500"
"2015/09/04","90.6800","4293731.0000","90.8200","91.1450","90.3600"
"2015/09/03","91.9100","4532488.0000","92.0000","92.5800","91.6400"
"2015/09/02","91.2400","5640582.0000","90.9400","91.2600","89.9700"
"2015/09/01","89.7200","6786583.0000","89.4850","90.6800","89.2800"
"2015/08/31","91.6100","7073417.0000","91.2100","92.6200","90.5400"
"2015/08/28","93.2400","5230788.0000","92.8500","93.5500","92.6700"
"2015/08/27","93.2700","7465040.0000","92.5200","93.4800","91.5500"
"2015/08/26","91.5600","7379509.0000","90.6900","91.6900","88.8100"
"2015/08/25","88.8000","8275745.0000","93.3600","93.7500","88.6900"
"2015/08/24","90.8700","10754790.0000","88.6700","93.1899","87.1700"
"2015/08/21","93.0100","7623670.0000","94.9600","95.2200","92.9200"
"2015/08/20","95.8200","6080210.0000","97.5000","98.1500","95.8200"
"2015/08/19","98.2100","3618777.0000","98.7000","99.3700","97.8700"
"2015/08/18","99.4100","4730399.0000","98.9600","100.0167","98.9600"
"2015/08/17","99.3600","4228042.0000","98.1300","99.4250","97.6100"
"2015/08/14","98.7000","4413258.0000","98.1100","98.8800","97.9900"
"2015/08/13","98.3800","4689944.0000","98.5400","99.0000","98.0600"
"2015/08/12","98.6900","4641927.0000","97.2500","98.8400","96.6500"
"2015/08/11","98.6100","7671375.0000","98.6800","98.8900","98.0030"
"2015/08/10","99.5500","6068121.0000","98.8500","99.7900","98.8500"
"2015/08/07","98.2900","2897961.0000","98.7200","98.9900","98.0000"
"2015/08/06","98.9800","4176065.0000","98.9900","99.2100","98.3600"
"2015/08/05","98.8700","3895578.0000","99.9700","100.1300","98.7300"
"2015/08/04","99.0300","5543020.0000","100.0300","100.1200","98.9050"
"2015/08/03","99.4200","7123439.0000","100.3100","100.3100","98.1800"
"2015/07/31","100.3100","7217191.0000","100.9200","101.4899","100.2500"
"2015/07/30","100.7300","6739131.0000","99.3800","101.2900","99.0000"
"2015/07/29","99.3600","11935710.0000","99.0900","99.5800","97.5900"
"2015/07/28","98.9700","5582541.0000","99.0300","99.2800","98.0200"
"2015/07/27","98.8700","7560265.0000","98.7800","99.5400","98.3800"
"2015/07/24","99.3100","6584404.0000","101.0000","101.1910","99.2600"
"2015/07/23","101.1400","5925687.0000","102.1800","102.1900","100.7400"
"2015/07/22","101.5500","9430762.0000","102.2600","102.5000","100.8900"
"2015/07/21","102.7100","19523610.0000","104.3500","104.9500","101.7800"
"2015/07/20","110.4800","7485222.0000","110.9700","111.0100","109.5100"
"2015/07/17","110.7400","3462789.0000","111.2600","111.4700","110.6000"
"2015/07/16","111.2600","3063780.0000","112.3200","112.3600","111.0400"
"2015/07/15","111.2500","2844499.0000","111.5000","111.8300","110.8100"
"2015/07/14","111.5100","2987466.0000","111.5000","111.6400","111.0200"
"2015/07/13","111.5800","3892878.0000","111.1900","111.9800","110.7500"
"2015/07/10","110.1800","4310580.0000","110.3800","111.2800","109.5100"
"2015/07/09","108.9200","2554982.0000","110.0000","110.4400","108.9200"
"2015/07/08","108.6700","3800960.0000","108.7600","109.7200","108.2600"
"2015/07/07","110.0900","4682109.0000","109.5400","110.2200","108.0500"
"2015/07/06","109.3600","4195070.0000","108.3600","109.8100","107.9500"
"2015/07/02","109.5600","5159223.0000","111.3300","111.5900","109.2200"
"2015/07/01","110.8200","4126130.0000","112.0300","112.1700","110.1400"
"2015/06/30","110.9300","5910598.0000","112.2400","112.4800","110.6198"
"2015/06/29","111.5300","4156994.0000","112.7400","113.0300","111.4500"
"2015/06/26","113.5200","3658029.0000","113.4700","113.9880","113.0486"
"2015/06/25","113.3000","3784120.0000","114.2400","114.6500","113.3000"
"2015/06/24","113.9700","4266698.0000","114.7000","114.8300","113.8200"
"2015/06/23","115.2300","3632782.0000","115.1700","115.5160","114.9200"
"2015/06/22","115.2800","2970621.0000","115.4000","115.7791","114.9600"
"2015/06/19","114.8900","4149882.0000","115.6000","116.1500","114.8900"
"2015/06/18","115.9000","3750524.0000","114.2900","116.5600","114.2900"
"2015/06/17","115.0700","3799425.0000","115.2800","115.4800","113.9800"
"2015/06/16","114.9400","4936189.0000","114.5100","115.3800","114.3200"
"2015/06/15","114.6100","5971736.0000","115.2100","115.5300","114.4000"
"2015/06/12","117.6000","2345293.0000","117.4600","118.0300","117.0200"
"2015/06/11","118.3200","2705010.0000","117.9900","118.3999","117.4300"
"2015/06/10","117.5000","3145676.0000","117.5000","118.0000","116.9100"
"2015/06/09","116.3000","2498067.0000","116.5100","117.2500","116.0200"
"2015/06/08","116.1800","3237071.0000","116.5400","117.3600","116.1100"
"2015/06/05","117.0000","2667353.0000","116.5900","117.3800","116.1800"
"2015/06/04","117.1400","3581637.0000","117.8300","118.4200","116.7900"
"2015/06/03","118.5100","3129869.0000","118.0300","119.1200","117.4000"
"2015/06/02","117.3400","3503334.0000","116.7300","118.0500","116.2400"
"2015/06/01","117.0000","2341643.0000","117.2300","117.6300","116.4600"
"2015/05/29","117.1700","5061310.0000","117.5100","117.6100","116.4300"
"2015/05/28","117.6900","2904413.0000","117.2700","118.0000","117.2700"
"2015/05/27","117.6400","3365037.0000","117.4000","117.8800","116.6800"
"2015/05/26","116.8700","3432065.0000","118.5500","118.6200","116.4100"
"2015/05/22","118.6200","2389585.0000","119.0000","119.6600","118.5500"
"2015/05/21","119.1200","2121214.0000","118.8100","119.6600","118.7001"
"2015/05/20","118.8700","2432393.0000","119.6600","119.6600","118.6000"
"2015/05/19","119.0700","2805147.0000","118.6000","119.4500","118.5100"
"2015/05/18","118.5100","2433946.0000","118.5300","119.1200","118.4000"
"2015/05/15","118.4900","2956918.0000","119.0800","119.3900","117.9200"
"2015/05/14","119.1400","2728683.0000","117.8200","119.3700","117.8200"
"2015/05/13","117.3700","3039359.0000","116.9700","118.0000","116.8600"
"2015/05/12","117.3600","2804104.0000","117.0500","117.8300","116.0200"
"2015/05/11","117.7000","3021142.0000","117.4400","118.4900","117.4400"
"2015/05/08","118.4300","3707837.0000","117.7100","118.8450","117.3100"
"2015/05/07","116.0400","3155721.0000","115.1300","116.5600","114.5900"
"2015/05/06","115.0800","3690015.0000","116.5600","116.5600","114.2700"
"2015/05/05","115.0700","3028194.0000","116.0100","116.8800","114.7100"
"2015/05/04","116.4500","3903106.0000","115.7800","117.1400","115.7000"
"2015/05/01","115.4400","2780784.0000","114.5900","115.7200","114.5100"
"2015/04/30","113.7500","3896431.0000","114.9300","115.6300","113.2900"
"2015/04/29","115.3800","2893819.0000","115.5800","116.2300","115.1700"
"2015/04/28","116.0800","2746660.0000","115.2000","116.2400","114.9500"
"2015/04/27","115.7400","3910546.0000","116.6600","116.8700","115.7000"
"2015/04/24","116.1600","3523148.0000","117.4400","117.7000","116.0600"
"2015/04/23","117.2600","2629202.0000","116.4200","117.9100","116.0300"
"2015/04/22","116.9600","2791102.0000","116.9900","117.4300","115.7300"
"2015/04/21","116.9500","4584964.0000","118.7300","119.0000","116.1100"
"2015/04/20","116.5100","4003810.0000","116.0200","117.1700","115.8900"
"2015/04/17","115.1100","4279514.0000","116.3100","116.5200","114.8600"
"2015/04/16","117.4800","2905076.0000","117.3500","118.3100","116.9200"
"2015/04/15","117.8700","2774671.0000","118.0800","118.7779","117.5200"
"2015/04/14","117.6900","2606397.0000","117.0500","118.1100","116.5800"
"2015/04/13","117.4100","3030384.0000","117.9700","118.6200","117.2400"
"2015/04/10","118.4600","2254656.0000","118.1400","118.9400","117.4300"
"2015/04/09","117.8800","2088237.0000","117.7000","118.7400","117.1800"
"2015/04/08","117.8400","2484096.0000","117.7100","118.6500","117.0600"
"2015/04/07","117.4900","2260000.0000","117.7600","118.5500","117.4500"
"2015/04/06","117.8600","2845708.0000","115.9300","118.7100","115.9300"
"2015/04/02","117.1300","4227259.0000","116.5900","117.6800","115.9900"
"2015/04/01","115.9200","3426211.0000","117.3700","117.4800","115.3600"
"2015/03/31","117.2000","3525431.0000","117.6700","118.1500","117.1500"
"2015/03/30","118.8300","3000756.0000","117.6800","119.2300","117.4000"
"2015/03/27","116.9000","2803961.0000","116.1400","117.2000","116.0500"
"2015/03/26","116.0400","4389698.0000","115.9600","116.6200","115.0200"
"2015/03/25","116.4600","4456117.0000","119.2000","119.3435","116.3901"
"2015/03/24","118.9200","4028883.0000","119.0400","120.1800","118.2500"
"2015/03/23","118.6800","4487522.0000","119.4600","119.6900","118.1900"
"2015/03/20","119.4600","8204696.0000","119.8100","120.4000","119.4600"
"2015/03/19","119.3800","2876319.0000","120.0400","120.3100","119.0400"
"2015/03/18","120.3100","5280210.0000","119.2800","120.6000","117.2500"
"2015/03/17","119.8600","3822816.0000","119.5200","120.1300","118.7500"
"2015/03/16","120.0700","4674643.0000","119.2500","120.1600","119.0300"
"2015/03/13","118.7400","7361179.0000","120.7600","121.6000","117.7000"
"2015/03/12","121.2400","4906732.0000","120.3500","121.4700","120.2800"
"2015/03/11","118.3400","3739380.0000","117.7800","118.9100","117.3700"
"2015/03/10","117.4000","5583688.0000","120.5500","120.9800","117.3400"
"2015/03/09","121.7500","4127954.0000","119.2900","122.1900","119.2900"
"2015/03/06","119.4300","3662673.0000","119.4000","120.3600","118.8800"
"2015/03/05","120.7900","1928210.0000","121.2900","121.4900","120.3450"
"2015/03/04","121.0400","2123219.0000","121.2500","121.3850","120.5200"
"2015/03/03","121.7000","3187392.0000","121.9800","122.8900","121.1100"
"2015/03/02","123.1900","2300914.0000","121.8300","123.5000","121.5500"
"2015/02/27","121.9100","3085248.0000","122.5500","122.8500","121.7900"
"2015/02/26","122.6700","2498163.0000","123.3200","123.5500","122.1500"
"2015/02/25","123.3700","2858092.0000","123.8500","124.3300","122.9500"
"2015/02/24","123.7900","2447306.0000","123.4200","124.1399","122.9900"
"2015/02/23","123.7200","2726764.0000","123.6300","124.1600","123.0700"
"2015/02/20","124.1100","4059050.0000","122.9900","124.4500","122.0000"
"2015/02/19","122.9100","3407031.0000","121.5800","123.0000","121.5800"
"2015/02/18","121.9900","3473501.0000","121.3200","122.6600","121.0100"
"2015/02/17","121.3200","3241217.0000","121.0000","121.9000","120.5700"
"2015/02/13","121.2500","3802107.0000","119.3400","121.3800","119.3400"
"2015/02/12","119.5900","2889484.0000","119.1700","119.9600","118.8200"
"2015/02/11","118.6900","2707605.0000","118.5100","119.0600","117.9700"
"2015/02/10","119.4000","2559971.0000","119.8900","120.2200","118.9230"
"2015/02/09","119.3200","2549862.0000","119.4400","119.9350","118.9100"
"2015/02/06","119.8100","2829579.0000","120.0000","121.0200","119.3800"
"2015/02/05","120.1100","4687296.0000","118.2600","120.3600","117.9200"
"2015/02/04","117.7900","3204897.0000","118.7500","119.0000","117.4500"
"2015/02/03","118.8900","4488643.0000","117.5800","119.5200","116.4200"
"2015/02/02","116.5800","3509756.0000","115.1700","116.7000","114.0500"
"2015/01/30","114.7800","4617729.0000","115.0200","116.2300","114.6300"
"2015/01/29","116.4500","6324240.0000","116.8800","117.0300","114.4700"
"2015/01/28","116.9200","4335901.0000","119.3800","119.3800","116.7900"
"2015/01/27","119.1600","7328062.0000","116.5000","120.3600","115.0100"
"2015/01/26","118.7500","5690706.0000","119.8300","119.9200","118.2800"
"2015/01/23","119.9800","4298407.0000","120.3700","120.9500","119.9300"
"2015/01/22","120.4500","6531878.0000","119.7600","120.6750","118.7600"
"2015/01/21","119.0300","7083062.0000","117.3600","119.2950","117.2000"
"2015/01/20","117.5300","5450563.0000","116.5750","117.7300","115.9000"
"2015/01/16","116.1500","5773180.0000","113.1900","116.3400","113.1600"
"2015/01/15","113.5200","3163685.0000","114.1700","114.6900","113.0600"
"2015/01/14","113.5200","3507580.0000","113.1700","114.1699","112.6200"
"2015/01/13","114.3400","4192881.0000","115.5300","116.8350","113.5000"
"2015/01/12","114.4500","5016167.0000","114.4600","114.7500","113.0233"
"2015/01/09","114.0200","3819918.0000","114.9300","115.1300","113.3800"
"2015/01/08","114.6500","3899798.0000","113.9200","115.0000","113.3000"
"2015/01/07","112.7300","3097446.0000","112.3500","113.3400","112.0200"
"2015/01/06","111.5200","5741590.0000","112.2700","113.0400","110.2300"
"2015/01/05","113.1200","4749954.0000","114.5500","115.4600","112.8400"
"2015/01/02","115.0400","3143023.0000","115.1400","115.6400","113.8000"
"2014/12/31","115.0000","2363438.0000","116.6000","116.8980","114.9600"
"2014/12/30","116.2000","2177995.0000","116.8900","116.8900","115.9300"
"2014/12/29","116.8600","2490666.0000","116.3500","117.3400","116.3500"
"2014/12/26","117.2400","1596708.0000","117.5200","117.8000","117.1000"
"2014/12/24","116.9100","1019932.0000","117.6600","117.9300","116.8700"
"2014/12/23","117.2100","2715751.0000","117.5000","118.0200","116.9200"
"2014/12/22","117.1400","3055704.0000","115.2800","117.2000","115.2800"
"2014/12/19","115.5900","7869801.0000","116.2800","117.1900","115.3820"
"2014/12/18","116.9600","4724678.0000","115.1500","116.9600","114.5000"
"2014/12/17","113.9000","5032075.0000","113.5100","114.3400","111.8210"
"2014/12/16","113.2300","5146387.0000","112.2300","114.7000","111.3300"
"2014/12/15","111.9100","4598852.0000","112.6600","113.4500","111.6200"
"2014/12/12","112.1500","5867261.0000","110.5400","113.6600","110.1000"
"2014/12/11","114.0400","5269200.0000","114.1000","114.8550","113.2600"
"2014/12/10","113.5000","7863198.0000","114.5000","115.0300","113.3500"
"2014/12/09","114.9900","5862111.0000","112.2300","115.0000","111.5600"
"2014/12/08","113.0500","6357441.0000","112.2500","114.5500","111.5200"
"2014/12/05","111.2900","3021660.0000","111.4800","111.6500","110.4400"
"2014/12/04","111.2100","4625351.0000","110.4700","111.2210","109.9500"
"2014/12/03","110.9900","3398070.0000","109.9000","111.4200","109.5800"
"2014/12/02","109.6800","2753639.0000","109.8300","110.7300","109.4900"
"2014/12/01","109.6900","3449795.0000","109.0600","110.2800","108.7000"
"2014/11/28","110.0800","2121495.0000","110.6400","110.8000","109.9200"
"2014/11/26","110.1600","5268810.0000","111.7900","111.9900","109.8400"
"2014/11/25","111.7100","8103144.0000","110.0900","112.2600","109.7000"
"2014/11/24","108.7900","9663735.0000","108.9600","111.7000","108.4100"
"2014/11/21","110.3000","3572062.0000","110.1700","110.6100","109.9700"
"2014/11/20","108.8200","2195714.0000","108.0000","108.8600","107.8700"
"2014/11/19","108.6600","2271154.0000","108.5500","108.8200","108.2110"
"2014/11/18","108.8000","2679254.0000","107.7000","109.0900","107.2900"
"2014/11/17","107.3700","2394470.0000","107.2100","107.7300","107.1500"
"2014/11/14","107.4500","2935483.0000","107.9200","108.4200","107.3900"
"2014/11/13","108.1400","4036762.0000","108.3200","108.9700","107.9700"
"2014/11/12","108.1400","3182452.0000","107.6700","108.2600","107.3600"
"2014/11/11","108.2600","2949471.0000","109.0000","109.1500","108.0300"
"2014/11/10","109.0000","3520217.0000","109.0500","109.2300","108.6700"
"2014/11/07","109.0800","3253547.0000","108.4900","109.0800","107.9500"
"2014/11/06","108.5800","3581256.0000","107.9000","108.8300","107.7800"
"2014/11/05","107.9300","6698836.0000","107.5500","108.4400","107.0800"
"2014/11/04","106.8800","3991617.0000","107.0000","107.2880","106.3300"
"2014/11/03","106.3000","4586979.0000","107.4200","107.5000","106.0300"
"2014/10/31","107.0000","4461135.0000","107.8300","107.9500","106.9800"
"2014/10/30","106.3400","2888372.0000","105.2100","106.5900","104.7000"
"2014/10/29","105.8500","4060698.0000","106.7200","107.2700","105.4200"
"2014/10/28","106.2700","4173456.0000","104.9600","106.5200","104.8600"
"2014/10/27","104.1900","2957515.0000","103.7900","104.3000","103.4900"
"2014/10/24","103.8200","3657901.0000","103.1600","103.8700","102.8000"
"2014/10/23","103.1800","5691471.0000","102.8700","103.9400","102.4600"
"2014/10/22","101.1800","6181444.0000","103.1100","103.1100","101.0600"
"2014/10/21","101.9800","12554110.0000","104.1200","104.1500","100.6800"
"2014/10/20","101.4800","6394283.0000","101.4200","101.7700","100.9650"
"2014/10/17","101.5300","7270804.0000","100.3000","101.9800","100.2400"
"2014/10/16","99.2300","6099015.0000","98.1600","100.0900","97.9500"
"2014/10/15","99.1700","7094810.0000","99.0600","99.5900","97.3000"
"2014/10/14","100.1200","4573012.0000","99.7100","101.1100","99.5800"
"2014/10/13","99.3100","5111187.0000","100.0500","100.9550","99.2200"
"2014/10/10","99.9400","6678094.0000","99.9900","100.7700","99.2500"
"2014/10/09","99.9400","6739600.0000","102.2500","102.7100","99.8300"
"2014/10/08","102.6300","6249405.0000","101.7000","102.7000","100.6900"
"2014/10/07","101.4200","5991476.0000","103.8400","103.9900","101.3800"
"2014/10/06","104.2200","2981820.0000","105.0600","105.5412","103.7500"
"2014/10/03","104.4200","3044832.0000","103.9100","104.5799","103.6000"
"2014/10/02","103.2400","4034343.0000","103.7100","103.9700","102.4500"
"2014/10/01","103.8400","5864717.0000","105.2000","105.2500","103.4400"
"2014/09/30","105.6000","5014123.0000","105.5400","106.2100","105.0650"
"2014/09/29","105.0800","2896800.0000","104.4000","105.4900","104.2700"
"2014/09/26","105.2400","4076382.0000","104.2500","105.3750","104.2500"
"2014/09/25","104.4900","3909784.0000","106.0000","106.0600","104.3000"
"2014/09/24","106.0700","3826823.0000","105.6300","106.2500","105.1400"
"2014/09/23","105.4200","3839115.0000","106.4800","106.4800","105.0400"
"2014/09/22","106.4700","4142299.0000","108.0300","108.4600","106.3700"
"2014/09/19","108.4500","5947486.0000","109.1000","109.2000","108.1600"
"2014/09/18","108.5200","3439674.0000","107.4100","108.6600","107.4100"
"2014/09/17","108.0300","4071499.0000","108.6600","108.9500","107.6200"
"2014/09/16","108.5400","3089820.0000","107.8300","108.8600","107.2900"
"2014/09/15","108.3200","2514980.0000","108.2800","108.4700","107.7500"
"2014/09/12","108.3500","2920398.0000","108.2100","108.6400","107.9510"
"2014/09/11","108.5100","2270591.0000","108.2800","108.7300","108.0500"
"2014/09/10","108.5000","2364609.0000","108.6700","109.2200","108.0900"
"2014/09/09","108.6700","2114629.0000","108.7600","108.9800","108.4100"
"2014/09/08","108.6000","3785397.0000","108.9000","108.9400","108.4800"
"2014/09/05","108.7000","2793109.0000","109.5100","109.5100","108.3800"
"2014/09/04","109.2200","2856614.0000","109.4900","109.6500","109.0600"
"2014/09/03","109.2000","2629711.0000","109.9900","110.0000","108.8200"
"2014/09/02","109.0400","4142794.0000","108.2600","109.0700","107.7200"
"2014/08/29","107.9800","4717268.0000","109.1100","109.3500","107.7100"
"2014/08/28","109.1100","2124240.0000","108.8000","109.2300","108.2800"
"2014/08/27","109.0900","2548101.0000","110.2000","110.3400","108.8700"
"2014/08/26","109.6800","2022290.0000","109.9000","110.1700","109.6400"
"2014/08/25","109.8200","1732770.0000","109.6800","110.1500","109.6800"
"2014/08/22","109.3900","2364860.0000","109.7900","109.9400","109.2400"
"2014/08/21","110.0600","2847578.0000","110.0000","110.2200","109.5000"
"2014/08/20","109.7100","4492228.0000","108.6000","109.8700","108.5600"
"2014/08/19","108.5600","3950511.0000","108.1800","108.5800","107.6900"
"2014/08/18","108.0900","5007914.0000","106.6600","108.1200","106.4800"
"2014/08/15","105.6300","3106685.0000","106.3100","106.3600","104.9400"
"2014/08/14","105.7700","2327209.0000","105.5500","106.0500","105.5000"
"2014/08/13","105.5600","3487744.0000","104.7800","105.7700","104.7800"
"2014/08/12","104.9100","4352877.0000","105.3500","105.8000","104.7650"
"2014/08/11","105.7200","3262564.0000","106.5700","106.8500","105.6800"
"2014/08/08","105.9600","4479803.0000","104.6700","105.9800","104.1200"
"2014/08/07","104.2200","4155678.0000","104.3900","104.5700","103.7400"
"2014/08/06","103.7900","5408600.0000","104.2500","104.5500","103.1400"
"2014/08/05","105.0200","5579317.0000","104.8200","105.7200","104.4800"
"2014/08/04","105.0500","3982735.0000","105.0400","105.3400","104.3950"
"2014/08/01","104.7500","4731290.0000","104.9200","105.8100","104.2500"
"2014/07/31","105.1500","6528521.0000","105.7000","106.5690","105.1000"
"2014/07/30","106.3800","5977476.0000","107.8100","108.1500","106.0700"
"2014/07/29","107.3300","5462197.0000","108.8100","109.2500","107.2100"
"2014/07/28","108.9900","5390227.0000","109.0100","109.1700","108.0800"
"2014/07/25","108.8800","4348792.0000","108.6400","109.2000","108.4300"
"2014/07/24","108.9500","6615784.0000","110.0000","110.1900","108.7900"
"2014/07/23","109.7300","6990483.0000","110.6500","110.9100","109.5500"
"2014/07/22","110.8600","10527170.0000","113.8600","114.0000","109.1100"
"2014/07/21","112.9800","5187772.0000","113.4200","113.5000","112.5700"
"2014/07/18","113.5700","4244927.0000","113.0100","113.6550","112.7910"
"2014/07/17","112.7700","4875578.0000","113.9300","114.1100","112.7200"
"2014/07/16","114.3600","3503710.0000","115.2700","115.2700","114.2300"
"2014/07/15","114.8400","4488686.0000","115.1600","116.2500","114.6400"
"2014/07/14","114.8800","3017400.0000","114.9800","115.3500","114.6700"
"2014/07/11","114.1300","3697642.0000","113.8000","114.5500","113.5400"
"2014/07/10","113.5100","3654818.0000","112.7900","113.9200","112.4410"
"2014/07/09","113.8400","3358370.0000","114.3500","114.5000","113.3800"
"2014/07/08","114.0700","2861914.0000","114.7500","115.1000","113.9500"
"2014/07/07","115.1000","3779182.0000","115.6100","115.8000","114.7100"
"2014/07/03","115.5300","1746017.0000","115.5200","116.0000","115.3900"
"2014/07/02","115.1400","3821263.0000","115.9800","115.9800","114.7000"
"2014/07/01","115.9300","3245267.0000","115.9700","116.4700","115.5000"
"2014/06/30","115.4500","3377189.0000","116.3900","116.3900","115.2000"
"2014/06/27","116.5800","9124025.0000","115.7300","116.5800","115.4800"
"2014/06/26","115.7500","2914111.0000","116.0600","116.2200","115.0600"
"2014/06/25","116.1200","2467336.0000","115.6400","116.3400","115.3600"
"2014/06/24","115.6800","2770281.0000","116.6900","116.9900","115.6500"
"2014/06/23","117.1300","2100971.0000","117.7800","117.9300","116.7100"
"2014/06/20","117.9900","5246634.0000","118.1100","118.2800","117.4400"
"2014/06/19","117.5800","2256858.0000","117.4700","117.7400","116.6550"
"2014/06/18","117.2300","2896281.0000","117.0900","117.4700","115.9300"
"2014/06/17","117.0100","2243970.0000","116.3700","117.3600","116.2000"
"2014/06/16","116.8700","1809717.0000","116.5300","117.2100","116.2000"
"2014/06/13","116.7900","1919724.0000","116.9200","117.2700","116.2950"
"2014/06/12","116.8500","2537474.0000","117.8500","118.2400","116.5610"
"2014/06/11","118.3000","2167199.0000","118.6000","118.6900","117.8600"
"2014/06/10","119.1300","2597501.0000","119.6900","119.8400","118.5600"
"2014/06/09","120.0900","3177111.0000","119.0000","120.1900","118.4800"
"2014/06/06","118.9000","1958005.0000","118.4300","118.9000","118.2800"
"2014/06/05","118.1700","2803265.0000","117.2800","118.4000","116.9300"
"2014/06/04","117.1400","2778371.0000","117.9000","117.9800","116.8200"
"2014/06/03","117.8200","5356480.0000","118.0000","118.2200","117.5600"
"2014/06/02","117.4000","2690699.0000","116.4100","117.5500","116.2000"
"2014/05/30","116.2200","3661724.0000","116.2900","116.7900","115.7800"
"2014/05/29","116.3500","2279182.0000","116.2300","116.6500","115.7900"
"2014/05/28","115.9500","1977431.0000","115.9300","116.5500","115.8300"
"2014/05/27","115.8500","1988317.0000","116.0900","116.3300","115.6500"
"2014/05/23","115.5400","1505074.0000","115.0600","115.6600","114.9300"
"2014/05/22","115.0400","2176445.0000","114.4700","115.5100","114.2800"
"2014/05/21","114.8400","3329922.0000","113.6000","114.9600","113.6000"
"2014/05/20","113.1000","3751137.0000","114.8300","115.1300","112.6000"
"2014/05/19","115.0200","3205250.0000","114.0700","115.5700","113.9200"
"2014/05/16","114.5800","4486287.0000","115.8700","116.2200","114.4800"
"2014/05/15","115.7000","2864245.0000","117.0500","117.2500","115.3400"
"2014/05/14","117.3200","1767770.0000","118.5600","118.5700","117.1600"
"2014/05/13","118.7400","2077064.0000","119.0200","119.1900","118.6800"
"2014/05/12","118.6300","2795270.0000","117.4400","118.7500","117.3850"
"2014/05/09","116.9900","2185037.0000","116.8200","117.2800","116.1500"
"2014/05/08","117.0200","2520194.0000","116.8700","118.0900","116.7800"
"2014/05/07","116.9100","2605103.0000","116.2700","117.0700","115.6300"
"2014/05/06","116.0100","1957957.0000","116.3300","116.6200","115.9100"
"2014/05/05","116.8200","2825209.0000","116.0300","117.1500","115.5100"
"2014/05/02","116.5200","5802441.0000","116.0300","117.4199","115.8500"
"2014/05/01","116.8000","4122069.0000","118.0300","118.5200","116.6100"
"2014/04/30","118.3300","2841062.0000","117.6100","118.8300","117.4700"
"2014/04/29","117.5600","2983228.0000","117.9200","118.3500","117.0600"
"2014/04/28","117.7000","3371926.0000","117.8200","118.3790","116.3900"
"2014/04/25","117.2100","3439367.0000","118.4600","118.8500","116.8850"
"2014/04/24","118.9800","2150307.0000","120.0800","120.0800","118.5500"
"2014/04/23","119.6500","2675920.0000","119.0800","119.9400","118.9400"
"2014/04/22","119.1900","4189333.0000","119.2800","120.6600","119.0000"
"2014/04/21","118.3000","2676186.0000","118.6800","119.0600","118.1900"
"2014/04/17","118.5700","3314138.0000","118.5000","119.2900","118.1000"
"2014/04/16","118.0700","2926358.0000","117.0000","118.0900","115.9100"
"2014/04/15","115.8400","2793984.0000","115.3000","116.0800","113.9300"
"2014/04/14","114.9400","2280683.0000","114.7200","115.3000","113.9500"
"2014/04/11","113.9300","3111890.0000","114.1500","115.2100","113.5400"
"2014/04/10","114.5600","3075560.0000","117.0100","117.4100","114.4900"
"2014/04/09","117.0400","2552335.0000","116.0700","117.0700","115.5973"
"2014/04/08","115.7700","2442921.0000","115.8200","116.3500","114.9400"
"2014/04/07","116.1800","3477556.0000","117.2000","118.6600","116.1100"
"2014/04/04","118.1800","3699983.0000","120.2400","120.4900","117.9815"
"2014/04/03","119.7700","3775308.0000","119.9900","120.0000","119.1200"
